id,name,autonomous_community,province,municipality,island,restriction_class,status,confidence,effect_start,effect_end,effect_date,effect_time_note,description,affected_modes,exemptions,road_code,road_reference,direction,planning_relevance,geometry_type,geometry_quality,map_query,source_urls,source_publishers,last_verified,notes
cat-traffic-02,N-340 Vilafranca del Penedès–Ulldecona,Catalunya,"[""Barcelona"", ""Tarragona""]",,,heavy_vehicle_circulation_ban,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,,,Heavy-vehicle circulation is restricted on the N-340 between Vilafranca del Penedès and Ulldecona. The summary page does not specify direction for this item.,heavy_goods_vehicle,,N-340,Vilafranca del Penedès–Ulldecona,not specified,passenger_cars_not_directly_restricted,,not_published,"N-340 Vilafranca del Penedès Ulldecona, Catalonia, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,2026-08-02T09:30:00+02:00,
cat-traffic-03,Northbound Ulldecona–El Vendrell heavy-vehicle lane rule,Catalunya,Tarragona,,,heavy_vehicle_lane_speed_overtaking_restriction,confirmed,high,2026-08-12T14:00:00+02:00,2026-08-13T00:00:00+02:00,,,"Northbound heavy vehicles must remain in the right lane, travel at no more than 80 km/h and may not overtake.",heavy_goods_vehicle,,,Ulldecona–El Vendrell,northbound,passenger_cars_not_directly_restricted,,not_published,"Ulldecona El Vendrell road corridor, Catalonia, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,2026-08-02T09:30:00+02:00,
cat-access-01,Municipal access-regulation zone: lower Ebro and mountain sites,Catalunya,"[""Tarragona""]","[""L'Ampolla"", ""L'Aldea"", ""Deltebre"", ""Sant Jaume d'Enveja"", ""Amposta"", ""La Ràpita"", ""Alforja"", ""Vilanova de Prades""]",,access_regulation_announced,confirmed_framework_details_pending,medium,,,2026-08-12,Exact municipal control points and hours not published on the regional summary page.,"Special access regulation is announced for l'Ampolla, l'Aldea, Deltebre, Sant Jaume d'Enveja, Amposta, la Ràpita, Alforja and Vilanova de Prades. Dedicated parking and walking routes will be used.",vehicle_access; parking,,,,,local_access_controls_expected,,municipalities_named_no_control_geometry,"L'Ampolla L'Aldea Deltebre Sant Jaume d'Enveja Amposta La Ràpita Alforja Vilanova de Prades, Catalonia, Spain",https://web.gencat.cat/ca/inici/actualitat/dispositiu-eclpisi-solar-12-agost,Generalitat de Catalunya,2026-08-02T09:30:00+02:00,
cat-site-01,Observatori de l'Ebre,Catalunya,Tarragona,Roquetes,,site_closure,confirmed,high,,,2026-08-12,Closed to the public for the event day.,The observatory will remain closed to the public because of limited capacity; a live telescope broadcast is planned.,public_entry; eclipse_observation,,,,,viewing_location_unavailable,,not_published,"Observatori de l'Ebre, Roquetes, Tarragona, Spain",https://observatoriebre.gencat.cat/en/detalls/noticia/20250527-eclipsi-solar-total-2026,Observatori de l'Ebre / Generalitat de Catalunya,2026-08-02T09:30:00+02:00,
rioja-forest-01,All forest land in La Rioja,La Rioja,La Rioja,,,internal_combustion_motor_vehicle_ban,reported_government_measure,medium_high,2026-08-12T15:00:00+02:00,2026-08-13T07:00:00+02:00,,,Circulation of internal-combustion motor vehicles on forest land is prohibited.,petrol_vehicle; diesel_vehicle; internal_combustion_motorcycle,access to inhabited settlements; surveillance services; two designated observation points,,,,forest_and_mountain_car_access_prohibited,,regionwide_legal_land_class_no_polygon_attached,"forest land, La Rioja, Spain",https://cadenaser.com/rioja/2026/07/30/el-gobierno-de-la-rioja-lanza-varias-medidas-extraordinarias-para-evitar-incendios-el-dia-del-eclipse-radio-rioja/; https://web.larioja.org/eclipse/,Cadena SER Radio Rioja; Gobierno de La Rioja,2026-08-02T09:30:00+02:00,"The official eclipse portal separately says vehicles must not enter forest tracks, rural roads or unauthorized spaces. The underlying published cadastral/forestry polygon was not attached to the announcement."
cantabria-fire-01,Entire territory of Cantabria,Cantabria,Cantabria,,,fire_related_activity_suspension,confirmed,high,2026-08-11T12:00:00+02:00,2026-08-13T12:00:00+02:00,,,All activities related to the use of fire are suspended as an extraordinary eclipse-related wildfire-prevention measure.,activities_using_fire,,,,,viewing_access_not_banned_activity_only,,regionwide_rule_boundary_not_embedded,"Cantabria, Spain",https://noticias.juridicas.com/base_datos/CCAA/1003100-r-desarrollo-rural-ganaderia-pesca-y-alimentacion-12-jun-2026-ca-cantabria.html,Gobierno de Cantabria (republished by Noticias Jurídicas),2026-08-02T09:30:00+02:00,This is not a general ban on entering forests or mountains.
euskadi-hgv-01,Entire Euskadi road network,País Vasco / Euskadi,,,,heavy_vehicle_circulation_ban,confirmed_updated_measure,high,2026-08-12T17:00:00+02:00,2026-08-12T23:59:00+02:00,,,"Vehicles or vehicle combinations over 7,500 kg maximum authorized mass may not circulate on the Euskadi road network during the stated period.",vehicle_over_7500kg,,,,,passenger_cars_not_directly_restricted,,road_network_rule_no_geometry,"Euskadi road network, Spain",https://www.irekia.euskadi.eus/es/news/112148-gobierno-vasco-limita-restriccion-circulacion-por-eclipse-los-vehiculos-pesados-las-horas-mayor-intensidad-trafico-tras-reunirse-con-sector-del-transporte,Gobierno Vasco / Irekia,2026-08-02T09:30:00+02:00,
navarra-hgv-01,Public road network of Navarra,Navarra,Navarra,,,heavy_goods_vehicle_circulation_ban,confirmed,high,2026-08-12T17:00:00+02:00,2026-08-12T23:59:00+02:00,,,"Goods vehicles or combinations over 7,500 kg MMA/MMC may not circulate on Navarra public roads.",goods_vehicle_over_7500kg,"AP-68 km 162.56–166.85 in both directions (La Rioja boundary to La Rioja boundary); AP-68 km 201.62–236.98 in both directions (La Rioja boundary to Zaragoza boundary); other exemptions in the traffic resolution, where applicable",,,,passenger_cars_not_directly_restricted,,road_network_rule_no_geometry,"Navarra public road network, Spain",https://navarramasvoluntaria.navarra.es/es/noticias/el-dispositivo-de-seguridad-desplegado-para-el-dia-del-eclipse-en-navarra-estara-formado-por-1-165-personas,Gobierno de Navarra,2026-08-02T09:30:00+02:00,
valencia-site-01,Parc Natural de l'Albufera and Devesa,Comunitat Valenciana,València,València,,natural_area_closure,reported_confirmed,medium,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,,,The natural park and Devesa are to remain closed on eclipse day.,public_access; vehicle_access; eclipse_observation,,,,,viewing_location_unavailable,,named_protected_area_no_official_polygon_attached,"Parc Natural de l'Albufera, Valencia, Spain",https://cadenaser.com/comunitat-valenciana/2026/07/28/dispositivo-de-seguridad-por-el-eclipse-en-valencia-se-cerrara-la-albufera-y-habra-mas-de-mil-policias-vigilando-radio-valencia/,Cadena SER Radio Valencia,2026-08-02T09:30:00+02:00,
valencia-road-01,CV-500 through l'Albufera area,Comunitat Valenciana,València,València,,motor_vehicle_access_restriction,reported_confirmed,medium,2026-08-12T18:00:00+02:00,,,End time not published in the cited announcement.,"Traffic on the CV-500 is restricted from 18:00, except for accredited residents and emergency/security access.",private_motor_vehicle,accredited residents; emergency and security services,CV-500,l'Albufera / El Palmar corridor,,private_vehicle_access_restricted,,road_corridor_named_no_geometry,"CV-500 Albufera El Palmar, Valencia, Spain",https://cadenaser.com/comunitat-valenciana/2026/07/28/dispositivo-de-seguridad-por-el-eclipse-en-valencia-se-cerrara-la-albufera-y-habra-mas-de-mil-policias-vigilando-radio-valencia/,Cadena SER Radio Valencia,2026-08-02T09:30:00+02:00,
valencia-control-01,El Palmar and l'Albufera lake access-control area,Comunitat Valenciana,València,València,,strict_access_control,reported_confirmed,medium,,,2026-08-12,Exact perimeter and hours not published in the cited announcement.,Strict access controls are announced for El Palmar and the lake surroundings.,vehicle_access; public_access,,,,,access_controls_expected,,named_area_no_boundary,"El Palmar l'Albufera, Valencia, Spain",https://cadenaser.com/comunitat-valenciana/2026/07/28/dispositivo-de-seguridad-por-el-eclipse-en-valencia-se-cerrara-la-albufera-y-habra-mas-de-mil-policias-vigilando-radio-valencia/,Cadena SER Radio Valencia,2026-08-02T09:30:00+02:00,
zaragoza-city-01,Municipality of Zaragoza,Aragón,Zaragoza,Zaragoza,,temporary_speed_and_lighting_rule,confirmed,high,2026-08-12 20:00 local time,when public street lighting is switched on,,,Maximum speed 30 km/h throughout the municipality and dipped headlights mandatory.,motor_vehicle,,,,,traffic_rule_not_access_ban,,municipal_rule_no_boundary_embedded,"Zaragoza municipality, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,
zaragoza-bridge-01,Puente de la Almozara — west side and elevated central promenade,Aragón,Zaragoza,Zaragoza,,planned_traffic_closure,planned_not_final,medium,approximately 2026-08-12 20:00 local time,when public street lighting is switched on,,,Road traffic closure proposed; bicycles and personal-mobility vehicles also excluded from the elevated central promenade.,motor_vehicle,,,,,bridge_road_access_expected_closed,,named_bridge_no_geometry,"Puente de la Almozara — west side and elevated central promenade, Zaragoza, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,The municipal article uses 'se prevé'/'se propone'; the complete final device will be published nearer 12 August.
zaragoza-bridge-02,Puente de Santiago,Aragón,Zaragoza,Zaragoza,,planned_traffic_closure,planned_not_final,medium,approximately 2026-08-12 20:00 local time,when public street lighting is switched on,,,Road traffic closure proposed; bridge reserved for pedestrians during the device.,motor_vehicle,,,,,bridge_road_access_expected_closed,,named_bridge_no_geometry,"Puente de Santiago, Zaragoza, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,The municipal article uses 'se prevé'/'se propone'; the complete final device will be published nearer 12 August.
zaragoza-bridge-03,Puente de Piedra,Aragón,Zaragoza,Zaragoza,,planned_traffic_closure,planned_not_final,medium,approximately 2026-08-12 20:00 local time,when public street lighting is switched on,,,Road traffic closure proposed; bridge reserved for pedestrians during the device.,motor_vehicle,,,,,bridge_road_access_expected_closed,,named_bridge_no_geometry,"Puente de Piedra, Zaragoza, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,The municipal article uses 'se prevé'/'se propone'; the complete final device will be published nearer 12 August.
zaragoza-bridge-04,Puente del Pilar — west side,Aragón,Zaragoza,Zaragoza,,planned_traffic_closure,planned_not_final,medium,approximately 2026-08-12 20:00 local time,when public street lighting is switched on,,,Road traffic closure proposed; west side reserved for pedestrians.,motor_vehicle,,,,,bridge_road_access_expected_closed,,named_bridge_no_geometry,"Puente del Pilar — west side, Zaragoza, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,The municipal article uses 'se prevé'/'se propone'; the complete final device will be published nearer 12 August.
zaragoza-walk-01,Pasarela del Voluntariado,Aragón,Zaragoza,Zaragoza,,planned_pedestrian_closure,planned_not_final,medium,during the eclipse mobility device on 2026-08-12,not yet published,,,The footbridge is planned to remain closed to pedestrian traffic during the device.,pedestrian,,,,,viewing_location_unavailable,,named_bridge_no_geometry,"Pasarela del Voluntariado, Zaragoza, Spain",https://www.zaragoza.es/sede/portal/zaragoza-eclipsa/servicio/noticia/359827,Ayuntamiento de Zaragoza,2026-08-02T09:30:00+02:00,Final detailed municipal order is still pending.
