id,name,autonomous_community,province,municipality,restriction_type,restriction_class,status,confidence,effect_start,effect_end,effect_date,effect_time_note,description,affected_transport_modes,affected_modes,exemptions,road_code,road_location_reference,road_reference,direction,planning_relevance,geometry_quality,map_query,source_urls,source_publisher,source_publishers,verification_timestamp,last_verified,notes
cyl-av-arevalo-01,Evento Eclipsados observation enclosure,Castilla y León,Ávila,Arévalo,ticketed_capacity_access,ticketed_capacity_access,confirmed,high,2026-08-12T16:00:00+02:00,2026-08-12T19:00:00+02:00,2026-08-12,,The principal observation enclosure is pass-only; free passes are sold out. Entry opens at 16:00 and gates close at 19:00.,public_entry,public_entry,,,A-6 exit 129 / AV-605 approaches,A-6 exit 129 / AV-605 approaches,,official_viewing_site_sold_out_and_gate_closes_before_eclipse,authority_named_place_no_boundary,"Evento Eclipsados observation enclosure, Arévalo, Spain",https://www.eclipsadosavila.com/evento-arevalo;https://www.eclipsadosavila.com/consigue-tu-pase,Eclipsados Ávila / Diputación de Ávila,Eclipsados Ávila / Diputación de Ávila,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cyl-le-panderruedas-01,Campera de Panderruedas,Castilla y León,León,Posada de Valdeón,temporary_area_access_restriction,temporary_area_access_restriction,temporary_current_end_unknown,high,2026-04-15T00:00:00+02:00,,,,Access and remaining in the interior campera and other accesses at Panderruedas are restricted because of works; PR-PNPE-33 may only be used to leave the restricted area with due caution.,pedestrian;vehicle_access,pedestrian;vehicle_access,,,,,,candidate_viewpoint_currently_restricted,authority_named_place_no_boundary,"Campera de Panderruedas, Posada de Valdeón, Spain",https://parquenacionalpicoseuropa.es/2026/06/,Parque Nacional de los Picos de Europa,Parque Nacional de los Picos de Europa,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No end date was stated in the currently indexed park notice; verify immediately before travel.
cyl-pa-palencia-monteviejo-01,Monte El Viejo,Castilla y León,Palencia,Palencia,private_vehicle_access_restriction,private_vehicle_access_restriction,reported_confirmed,high,,,2026-08-12,Exact control hours were not stated in the located report.,"Private-vehicle access to Monte El Viejo will be restricted on eclipse day, except for residents, to reduce crowding and wildfire risk.",private_motor_vehicle,private_motor_vehicle,residents,,Monte El Viejo approaches,Monte El Viejo approaches,,private_car_access_restricted,authority_named_area_no_control_geometry,"Monte El Viejo, Palencia, Spain",https://cadenaser.com/castillayleon/2026/08/06/palencia-se-prepara-para-el-eclipse-con-autobuses-gratuitos-17000-gafas-y-un-gran-dispositivo-de-seguridad-radio-palencia/,Cadena SER Radio Palencia reporting Ayuntamiento de Palencia,Cadena SER Radio Palencia reporting Ayuntamiento de Palencia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,Municipal event reporting recommends access on foot/bicycle and states that private vehicles will be restricted except residents.
cyl-sg-cuellar-caminos-01,Rural roads/caminos in Cuéllar,Castilla y León,Segovia,Cuéllar,parking_prohibition,parking_prohibition,planned_not_final,medium,,,2026-08-12,,The mayor announced a municipal bando prohibiting parking on rural roads/caminos so evacuation routes remain clear.,parking,parking,,,,,,informal_rural_road_parking_prohibited,authority_named_place_no_boundary,"Rural roads/caminos in Cuéllar, Cuéllar, Spain",https://cadenaser.com/castillayleon/2026/07/29/cuellar-reforzara-la-vigilancia-en-las-lomas-castilviejo-y-los-cerros-de-escarabajosa-y-torregutierrez-en-el-eclipse-del-12-de-agosto-radio-segovia/,Cadena SER Radio Segovia quoting Ayuntamiento de Cuéllar,Cadena SER Radio Segovia quoting Ayuntamiento de Cuéllar,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
cyl-sg-cuellar-laslomas-01,Las Lomas,Castilla y León,Segovia,Cuéllar,conditional_capacity_access_closure,conditional_capacity_access_closure,conditional,high,,,2026-08-12,,"Las Lomas is planned to remain open, but access will be closed if vehicle/person capacity becomes excessive.",vehicle_access;public_access,vehicle_access;public_access,,,,,,access_may_close_if_overcrowded,authority_named_place_no_boundary,"Las Lomas, Cuéllar, Spain",https://cadenaser.com/castillayleon/2026/07/29/cuellar-reforzara-la-vigilancia-en-las-lomas-castilviejo-y-los-cerros-de-escarabajosa-y-torregutierrez-en-el-eclipse-del-12-de-agosto-radio-segovia/,Cadena SER Radio Segovia quoting Ayuntamiento de Cuéllar,Cadena SER Radio Segovia quoting Ayuntamiento de Cuéllar,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
euskadi-hgv-01,Entire Euskadi road network,País Vasco / Euskadi,,,heavy_vehicle_circulation_ban,heavy_vehicle_circulation_ban,confirmed_updated_measure,high,2026-08-12T17:00:00+02:00,2026-08-12T23:59:00+02:00,2026-08-12,,"Vehicles or combinations over 7,500 kg maximum authorized mass may not circulate; buses are exempt.",vehicle_over_7500kg,vehicle_over_7500kg,buses;other published exemptions,,,,,passenger_cars_not_directly_restricted,authority_named_place_no_boundary,"Entire Euskadi road network, País Vasco / Euskadi, Spain",https://www.irekia.euskadi.eus/es/news/112148-gobierno-vasco-limita-restriccion-circulacion-por-eclipse-los-vehiculos-pesados-las-horas-mayor-intensidad-trafico-tras-reunirse-con-sector-del-transporte,Gobierno Vasco / Irekia,Gobierno Vasco / Irekia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ac-01,Torre de Hércules,Galicia,A Coruña,A Coruña,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Torre de Hércules, A Coruña, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-02,Illas de San Pedro,Galicia,A Coruña,A Coruña,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Illas de San Pedro, A Coruña, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-03,Praia do Pedrido,Galicia,A Coruña,Bergondo,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Praia do Pedrido, Bergondo, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-04,Miradoiro de Cabana,Galicia,A Coruña,,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Miradoiro de Cabana, A Coruña, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-05,A Berberecheira,Galicia,A Coruña,,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"A Berberecheira, A Coruña, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-06,Praia de Carnota,Galicia,A Coruña,Carnota,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Praia de Carnota, Carnota, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-07,Monte Pindo,Galicia,A Coruña,Carnota,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Monte Pindo, Carnota, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-ac-08,As Furnas,Galicia,A Coruña,Oleiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"As Furnas, Oleiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-acoruna-paseo-01,Paseo Marítimo / Riazor-Orzán corridor,Galicia,A Coruña,A Coruña,traffic_closure,traffic_closure,reported_confirmed,high,2026-08-12T18:00:00+02:00,,2026-08-12,,Traffic is cut on the seafront/Riazor-Orzán corridor from 18:00 as part of the eclipse mobility plan.,motor_vehicle,motor_vehicle,,,,,,urban_approach_road_closed,authority_named_place_no_boundary,"Paseo Marítimo / Riazor-Orzán corridor, A Coruña, Spain",https://cadenaser.com/galicia/2026/08/06/como-moverse-por-a-coruna-durante-el-eclipse-del-12-de-agosto-buses-cortes-y-aparcamientos-radio-coruna/,Cadena SER Radio Coruña reporting Concello da Coruña,Cadena SER Radio Coruña reporting Concello da Coruña,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-acoruna-portino-01,O Portiño vehicle access,Galicia,A Coruña,A Coruña,motor_vehicle_access_ban,motor_vehicle_access_ban,reported_confirmed,high,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,2026-08-12,,Private-vehicle access to O Portiño is closed throughout eclipse day.,private_motor_vehicle,private_motor_vehicle,,,,,,viewpoint_private_car_access_unavailable,authority_named_place_no_boundary,"O Portiño vehicle access, A Coruña, Spain",https://cadenaser.com/galicia/2026/08/06/como-moverse-por-a-coruna-durante-el-eclipse-del-12-de-agosto-buses-cortes-y-aparcamientos-radio-coruna/,Cadena SER Radio Coruña,Cadena SER Radio Coruña,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-acoruna-sampedro-01,Monte de San Pedro vehicle access,Galicia,A Coruña,A Coruña,motor_vehicle_access_ban,motor_vehicle_access_ban,reported_confirmed,high,2026-08-12T00:00:00+02:00,2026-08-12T23:59:59+02:00,2026-08-12,,Private-vehicle access to Monte de San Pedro is closed throughout eclipse day; special/public transport is provided.,private_motor_vehicle,private_motor_vehicle,,,,,,viewpoint_private_car_access_unavailable,authority_named_place_no_boundary,"Monte de San Pedro vehicle access, A Coruña, Spain",https://cadenaser.com/galicia/2026/08/06/como-moverse-por-a-coruna-durante-el-eclipse-del-12-de-agosto-buses-cortes-y-aparcamientos-radio-coruna/,Cadena SER Radio Coruña,Cadena SER Radio Coruña,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-acoruna-torre-traffic-01,Torre de Hércules surroundings,Galicia,A Coruña,A Coruña,strict_access_control,strict_access_control,reported_confirmed,medium,,,2026-08-12,,"Access to the Torre de Hércules surroundings is restricted/protected under the eclipse security plan, in addition to the Galicia observation-exclusion listing.",vehicle_access;public_access,vehicle_access;public_access,,,,,,viewing_location_unavailable_or_strictly_controlled,authority_named_place_no_boundary,"Torre de Hércules surroundings, A Coruña, Spain",https://cadenaser.com/galicia/2026/08/06/como-moverse-por-a-coruna-durante-el-eclipse-del-12-de-agosto-buses-cortes-y-aparcamientos-radio-coruna/,Cadena SER Radio Coruña,Cadena SER Radio Coruña,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ares-montefaro-01,Montefaro,Galicia,A Coruña,Ares,vehicle_access_prohibition,vehicle_access_prohibition,reported_confirmed,medium,,,2026-08-12,,Montefaro is designated as an eclipse observation area with access only on foot.,motor_vehicle,motor_vehicle,,,,,,viewpoint_foot_access_only,authority_named_place_no_boundary,"Montefaro, Ares, Spain",https://www.lavozdegalicia.es/amp/noticia/ferrol/cedeira/2026/07/17/concellos-proponen-puntos-observacion-eclipse-restricciones-trafico/0003_202607F17C5993.htm,La Voz de Galicia reporting Concello de Ares,La Voz de Galicia reporting Concello de Ares,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-cedeira-sananton-01,San Antón de Corveiro viewpoint/chapel access,Galicia,A Coruña,Cedeira,motor_vehicle_access_ban,motor_vehicle_access_ban,reported_confirmed,high,,,2026-08-12,,The access road to San Antón de Corveiro is closed to ordinary traffic; the viewpoint can be reached on foot or by the festival's free shuttle buses.,private_motor_vehicle,private_motor_vehicle,festival shuttle buses;authorized/emergency access,,,,,viewpoint_private_car_access_unavailable,authority_named_place_no_boundary,"San Antón de Corveiro viewpoint/chapel access, Cedeira, Spain",https://www.lavozdegalicia.es/amp/noticia/ferrol/cedeira/2026/07/17/concellos-proponen-puntos-observacion-eclipse-restricciones-trafico/0003_202607F17C5993.htm;https://www.jazzderia.gal/programacion/djmil-eclipse/,La Voz de Galicia;Jazz de Ría,La Voz de Galicia;Jazz de Ría,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ferrol-doninos-01,Roadway beside Doniños beach,Galicia,A Coruña,Ferrol,parking_prohibition,parking_prohibition,reported_confirmed,high,,,2026-08-12,,Parking on the carriageway beside Doniños beach is prohibited under the eclipse traffic plan.,parking,parking,,,,,,roadside_parking_unavailable,authority_named_place_no_boundary,"Roadway beside Doniños beach, Ferrol, Spain",https://cadenaser.com/galicia/2026/07/20/el-eclipse-del-12-de-agosto-podria-reunir-a-20000-personas-en-las-cuatro-grandes-zonas-de-playas-de-ferrol-radio-ferrol/,Cadena SER Radio Ferrol,Cadena SER Radio Ferrol,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ferrol-ponzos-santacomba-01,Approaches to Ponzos and Santa Comba beaches,Galicia,A Coruña,Ferrol,temporary_one_way_traffic_pattern,temporary_one_way_traffic_pattern,reported_confirmed,medium,,,2026-08-12,,The eclipse traffic plan changes traffic direction/flow on approaches near Ponzos and Santa Comba; exact street-level pattern was not published in the located report.,motor_vehicle,motor_vehicle,,,,,,local_approach_pattern_changed,authority_named_place_no_boundary,"Approaches to Ponzos and Santa Comba beaches, Ferrol, Spain",https://cadenaser.com/galicia/2026/07/20/el-eclipse-del-12-de-agosto-podria-reunir-a-20000-personas-en-las-cuatro-grandes-zonas-de-playas-de-ferrol-radio-ferrol/,Cadena SER Radio Ferrol,Cadena SER Radio Ferrol,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ferrol-prior-01,Cabo Prior access road,Galicia,A Coruña,Ferrol,road_closure,road_closure,reported_confirmed,high,,,2026-08-12,,road to Cabo Prior will be closed because the site cannot safely accommodate eclipse crowds.,motor_vehicle,motor_vehicle,,,road to Cabo Prior,road to Cabo Prior,,viewpoint_vehicle_access_closed,authority_named_place_no_boundary,"Cabo Prior access road, Ferrol, Spain",https://cadenaser.com/galicia/2026/07/20/el-eclipse-del-12-de-agosto-podria-reunir-a-20000-personas-en-las-cuatro-grandes-zonas-de-playas-de-ferrol-radio-ferrol/,Cadena SER Radio Ferrol reporting Concello de Ferrol,Cadena SER Radio Ferrol reporting Concello de Ferrol,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-ferrol-priorino-01,Cabo Prioriño access road,Galicia,A Coruña,Ferrol,road_closure,road_closure,reported_confirmed,high,,,2026-08-12,,road to Cabo Prioriño will be closed because the site cannot safely accommodate eclipse crowds.,motor_vehicle,motor_vehicle,,,road to Cabo Prioriño,road to Cabo Prioriño,,viewpoint_vehicle_access_closed,authority_named_place_no_boundary,"Cabo Prioriño access road, Ferrol, Spain",https://cadenaser.com/galicia/2026/07/20/el-eclipse-del-12-de-agosto-podria-reunir-a-20000-personas-en-las-cuatro-grandes-zonas-de-playas-de-ferrol-radio-ferrol/,Cadena SER Radio Ferrol reporting Concello de Ferrol,Cadena SER Radio Ferrol reporting Concello de Ferrol,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,
gal-lu-01,Castelo de Castro de Ouro,Galicia,Lugo,Alfoz,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Castelo de Castro de Ouro, Alfoz, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-02,A Anguieira,Galicia,Lugo,Barreiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"A Anguieira, Barreiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-03,Monte Comado,Galicia,Lugo,Barreiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Monte Comado, Barreiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-04,Monte Cornería,Galicia,Lugo,Barreiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Monte Cornería, Barreiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-05,Monte Pebanor,Galicia,Lugo,Barreiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Monte Pebanor, Barreiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-06,Santo Estevo do Ermo,Galicia,Lugo,Barreiros,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Santo Estevo do Ermo, Barreiros, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
gal-lu-07,Explanada do Parque dos Condes,Galicia,Lugo,Monforte de Lemos,eclipse_observation_exclusion,eclipse_observation_exclusion,provisional_confirmed_list,medium,,,2026-08-12,Exact hours and boundary not published in the provisional list.,Observation of the eclipse is prohibited at this named exclusion point; the Galicia list was described as provisional.,pedestrian;vehicle_access;eclipse_observation,pedestrian;vehicle_access;eclipse_observation,,,,,,viewing_location_unavailable,authority_named_place_no_boundary,"Explanada do Parque dos Condes, Monforte de Lemos, Spain",https://www.europapress.es/galego/noticia-torre-hercules-monte-pindo-fucino-do-porco-os-29-puntos-exclusion-eclipse-20260728154101.html;https://cadenaser.com/galicia/2026/07/28/las-zonas-prohibidas-para-el-eclipse-de-sol-donde-no-se-podra-ver-la-cita-del-12-de-agosto-en-galicia-radio-galicia/,Europa Press Galicia;Cadena SER Galicia,Europa Press Galicia;Cadena SER Galicia,2026-08-07T08:17:00+02:00,2026-08-07T08:17:00+02:00,No precise exclusion perimeter published; geometry intentionally null.
